country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Belgium,BE,2021-41,TESSy,22871,2543,11.1,True,B.1.1.7,5,2030.0,0.2
Belgium,BE,2021-41,TESSy,22871,2543,11.1,True,B.1.351,2,2030.0,0.1
Belgium,BE,2021-41,TESSy,22871,2543,11.1,True,B.1.617.2,2018,2030.0,99.4
Belgium,BE,2021-41,TESSy,22871,2543,11.1,True,Other,1,2030.0,0.0
Belgium,BE,2021-41,TESSy,22871,2543,11.1,True,P.1,3,2030.0,0.1
Belgium,BE,2021-41,TESSy,22871,2543,11.1,True,UNK,513,,
Belgium,BE,2021-42,TESSy,40000,3834,9.6,True,B.1.1.529,2,3095.0,0.1
Belgium,BE,2021-42,TESSy,40000,3834,9.6,True,B.1.1.7,34,3095.0,1.1
Belgium,BE,2021-42,TESSy,40000,3834,9.6,True,B.1.351,13,3095.0,0.4
Belgium,BE,2021-42,TESSy,40000,3834,9.6,True,B.1.617.2,3033,3095.0,98.0
Belgium,BE,2021-42,TESSy,40000,3834,9.6,True,P.1,13,3095.0,0.4
Belgium,BE,2021-42,TESSy,40000,3834,9.6,True,UNK,739,,
Belgium,BE,2021-43,TESSy,54823,3169,5.8,True,B.1.1.7,33,2553.0,1.3
Belgium,BE,2021-43,TESSy,54823,3169,5.8,True,B.1.351,7,2553.0,0.3
Belgium,BE,2021-43,TESSy,54823,3169,5.8,True,B.1.617.2,2506,2553.0,98.2
Belgium,BE,2021-43,TESSy,54823,3169,5.8,True,P.1,7,2553.0,0.3
Belgium,BE,2021-43,TESSy,54823,3169,5.8,True,UNK,616,,
Belgium,BE,2021-44,TESSy,57829,2420,4.2,True,B.1.1.529,1,1995.0,0.1
Belgium,BE,2021-44,TESSy,57829,2420,4.2,True,B.1.1.7,44,1995.0,2.2
Belgium,BE,2021-44,TESSy,57829,2420,4.2,True,B.1.351,5,1995.0,0.3
Belgium,BE,2021-44,TESSy,57829,2420,4.2,True,B.1.617.2,1941,1995.0,97.3
Belgium,BE,2021-44,TESSy,57829,2420,4.2,True,P.1,4,1995.0,0.2
Belgium,BE,2021-44,TESSy,57829,2420,4.2,True,UNK,425,,
Belgium,BE,2021-45,TESSy,73690,1705,2.3,True,B.1.1.7,38,1325.0,2.9
Belgium,BE,2021-45,TESSy,73690,1705,2.3,True,B.1.617.2,1287,1325.0,97.1
Belgium,BE,2021-45,TESSy,73690,1705,2.3,True,UNK,380,,
Belgium,BE,2021-46,TESSy,113029,2252,2.0,True,B.1.1.529,2,1861.0,0.1
Belgium,BE,2021-46,TESSy,113029,2252,2.0,True,B.1.1.7,40,1861.0,2.1
Belgium,BE,2021-46,TESSy,113029,2252,2.0,True,B.1.617.2,1817,1861.0,97.6
Belgium,BE,2021-46,TESSy,113029,2252,2.0,True,Other,2,1861.0,0.1
Belgium,BE,2021-46,TESSy,113029,2252,2.0,True,UNK,391,,
Belgium,BE,2021-47,TESSy,125774,2284,1.8,True,B.1.1.529,3,1840.0,0.2
Belgium,BE,2021-47,TESSy,125774,2284,1.8,True,B.1.1.7,41,1840.0,2.2
Belgium,BE,2021-47,TESSy,125774,2284,1.8,True,B.1.617.2,1796,1840.0,97.6
Belgium,BE,2021-47,TESSy,125774,2284,1.8,True,UNK,444,,
Belgium,BE,2021-48,TESSy,117316,2653,2.3,True,B.1.1.529,48,2147.0,2.2
Belgium,BE,2021-48,TESSy,117316,2653,2.3,True,B.1.1.7,29,2147.0,1.4
Belgium,BE,2021-48,TESSy,117316,2653,2.3,True,B.1.617.2,2069,2147.0,96.4
Belgium,BE,2021-48,TESSy,117316,2653,2.3,True,Other,1,2147.0,0.0
Belgium,BE,2021-48,TESSy,117316,2653,2.3,True,UNK,506,,
Belgium,BE,2021-49,TESSy,88873,3773,4.2,True,B.1.1.529,291,2328.0,12.5
Belgium,BE,2021-49,TESSy,88873,3773,4.2,True,B.1.351,2,2328.0,0.1
Belgium,BE,2021-49,TESSy,88873,3773,4.2,True,B.1.617.2,2034,2328.0,87.4
Belgium,BE,2021-49,TESSy,88873,3773,4.2,True,Other,1,2328.0,0.0
Belgium,BE,2021-49,TESSy,88873,3773,4.2,True,UNK,1445,,
Belgium,BE,2021-50,TESSy,57114,3454,6.0,True,B.1.1.529,1035,2601.0,39.8
Belgium,BE,2021-50,TESSy,57114,3454,6.0,True,B.1.351,4,2601.0,0.2
Belgium,BE,2021-50,TESSy,57114,3454,6.0,True,B.1.617.2,1555,2601.0,59.8
Belgium,BE,2021-50,TESSy,57114,3454,6.0,True,Other,7,2601.0,0.3
Belgium,BE,2021-50,TESSy,57114,3454,6.0,True,UNK,853,,
Belgium,BE,2021-51,TESSy,45149,4284,9.5,True,B.1.1.529,2465,3459.0,71.3
Belgium,BE,2021-51,TESSy,45149,4284,9.5,True,B.1.351,12,3459.0,0.3
Belgium,BE,2021-51,TESSy,45149,4284,9.5,True,B.1.617.2,977,3459.0,28.2
Belgium,BE,2021-51,TESSy,45149,4284,9.5,True,Other,5,3459.0,0.1
Belgium,BE,2021-51,TESSy,45149,4284,9.5,True,UNK,825,,
Belgium,BE,2021-52,TESSy,77857,8507,10.9,True,B.1.1.529,6818,7314.0,93.2
Belgium,BE,2021-52,TESSy,77857,8507,10.9,True,B.1.1.7,1,7314.0,0.0
Belgium,BE,2021-52,TESSy,77857,8507,10.9,True,B.1.617.2,493,7314.0,6.7
Belgium,BE,2021-52,TESSy,77857,8507,10.9,True,Other,2,7314.0,0.0
Belgium,BE,2021-52,TESSy,77857,8507,10.9,True,UNK,1193,,
Belgium,BE,2022-01,TESSy,155845,12795,8.2,True,B.1.1.529,11687,11899.0,98.2
Belgium,BE,2022-01,TESSy,155845,12795,8.2,True,B.1.617.2,207,11899.0,1.7
Belgium,BE,2022-01,TESSy,155845,12795,8.2,True,Other,5,11899.0,0.0
Belgium,BE,2022-01,TESSy,155845,12795,8.2,True,UNK,896,,
Belgium,BE,2022-02,TESSy,198803,17552,8.8,True,B.1.1.529,16595,16701.0,99.4
Belgium,BE,2022-02,TESSy,198803,17552,8.8,True,B.1.617.2,101,16701.0,0.6
Belgium,BE,2022-02,TESSy,198803,17552,8.8,True,Other,5,16701.0,0.0
Belgium,BE,2022-02,TESSy,198803,17552,8.8,True,UNK,851,,
Belgium,BE,2022-03,TESSy,351676,22383,6.4,True,B.1.1.529,21499,21537.0,99.8
Belgium,BE,2022-03,TESSy,351676,22383,6.4,True,B.1.617.2,38,21537.0,0.2
Belgium,BE,2022-03,TESSy,351676,22383,6.4,True,UNK,846,,
Belgium,BE,2022-04,TESSy,318837,17919,5.6,True,B.1.1.529,17068,17107.0,99.8
Belgium,BE,2022-04,TESSy,318837,17919,5.6,True,B.1.617.2,13,17107.0,0.1
Belgium,BE,2022-04,TESSy,318837,17919,5.6,True,Other,26,17107.0,0.2
Belgium,BE,2022-04,TESSy,318837,17919,5.6,True,UNK,812,,
Belgium,BE,2022-05,TESSy,185891,13135,7.1,True,B.1.1.529,9862,12150.0,81.2
Belgium,BE,2022-05,TESSy,185891,13135,7.1,True,B.1.1.7,13,12150.0,0.1
Belgium,BE,2022-05,TESSy,185891,13135,7.1,True,B.1.617.2,2218,12150.0,18.3
Belgium,BE,2022-05,TESSy,185891,13135,7.1,True,B.1.621,1,12150.0,0.0
Belgium,BE,2022-05,TESSy,185891,13135,7.1,True,Other,49,12150.0,0.4
Belgium,BE,2022-05,TESSy,185891,13135,7.1,True,P.1,7,12150.0,0.1
Belgium,BE,2022-05,TESSy,185891,13135,7.1,True,UNK,985,,
Belgium,BE,2022-06,TESSy,101714,6032,5.9,True,B.1.1.529,5208,5215.0,99.9
Belgium,BE,2022-06,TESSy,101714,6032,5.9,True,B.1.617.2,3,5215.0,0.1
Belgium,BE,2022-06,TESSy,101714,6032,5.9,True,Other,4,5215.0,0.1
Belgium,BE,2022-06,TESSy,101714,6032,5.9,True,UNK,817,,
Belgium,BE,2022-07,TESSy,63154,4103,6.5,True,B.1.1.529,3394,3402.0,99.8
Belgium,BE,2022-07,TESSy,63154,4103,6.5,True,B.1.617.2,1,3402.0,0.0
Belgium,BE,2022-07,TESSy,63154,4103,6.5,True,Other,7,3402.0,0.2
Belgium,BE,2022-07,TESSy,63154,4103,6.5,True,UNK,701,,
Belgium,BE,2022-08,TESSy,44798,2959,6.6,True,B.1.1.529,2345,2349.0,99.8
Belgium,BE,2022-08,TESSy,44798,2959,6.6,True,B.1.617.2,1,2349.0,0.0
Belgium,BE,2022-08,TESSy,44798,2959,6.6,True,Other,3,2349.0,0.1
Belgium,BE,2022-08,TESSy,44798,2959,6.6,True,UNK,610,,
Belgium,BE,2022-09,TESSy,44568,3018,6.8,True,B.1.1.529,2296,2296.0,100.0
Belgium,BE,2022-09,TESSy,44568,3018,6.8,True,UNK,722,,
Belgium,BE,2022-10,TESSy,57181,3063,5.4,True,B.1.1.529,2302,2306.0,99.8
Belgium,BE,2022-10,TESSy,57181,3063,5.4,True,B.1.617.2,4,2306.0,0.2
Belgium,BE,2022-10,TESSy,57181,3063,5.4,True,UNK,757,,
Belgium,BE,2022-11,TESSy,71887,2751,3.8,True,B.1.1.529,2131,2133.0,99.9
Belgium,BE,2022-11,TESSy,71887,2751,3.8,True,B.1.617.2,1,2133.0,0.0
Belgium,BE,2022-11,TESSy,71887,2751,3.8,True,Other,1,2133.0,0.0
Belgium,BE,2022-11,TESSy,71887,2751,3.8,True,UNK,618,,
Belgium,BE,2022-12,TESSy,78559,2617,3.3,True,B.1.1.529,1811,1817.0,99.7
Belgium,BE,2022-12,TESSy,78559,2617,3.3,True,Other,6,1817.0,0.3
Belgium,BE,2022-12,TESSy,78559,2617,3.3,True,UNK,800,,
Belgium,BE,2022-13,TESSy,71234,1698,2.4,True,B.1.1.529,1408,1413.0,99.6
Belgium,BE,2022-13,TESSy,71234,1698,2.4,True,Other,5,1413.0,0.4
Belgium,BE,2022-13,TESSy,71234,1698,2.4,True,UNK,285,,
Bulgaria,BG,2020-01,GISAID,0,0,,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-01,GISAID,0,0,,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-01,GISAID,0,0,,True,BA.4,0,0.0,
Bulgaria,BG,2020-01,GISAID,0,0,,True,BA.5,0,0.0,
Bulgaria,BG,2020-01,GISAID,0,0,,True,Other,0,0.0,
Bulgaria,BG,2020-01,GISAID,0,0,,True,UNK,0,,
Bulgaria,BG,2020-01,GISAID,0,0,,True,XD,0,0.0,
Bulgaria,BG,2020-02,GISAID,0,0,,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-02,GISAID,0,0,,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-02,GISAID,0,0,,True,BA.4,0,0.0,
Bulgaria,BG,2020-02,GISAID,0,0,,True,BA.5,0,0.0,
Bulgaria,BG,2020-02,GISAID,0,0,,True,Other,0,0.0,
Bulgaria,BG,2020-02,GISAID,0,0,,True,UNK,0,,
Bulgaria,BG,2020-02,GISAID,0,0,,True,XD,0,0.0,
Bulgaria,BG,2020-03,GISAID,0,0,,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-03,GISAID,0,0,,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-03,GISAID,0,0,,True,BA.4,0,0.0,
Bulgaria,BG,2020-03,GISAID,0,0,,True,BA.5,0,0.0,
Bulgaria,BG,2020-03,GISAID,0,0,,True,Other,0,0.0,
Bulgaria,BG,2020-03,GISAID,0,0,,True,UNK,0,,
Bulgaria,BG,2020-03,GISAID,0,0,,True,XD,0,0.0,
Bulgaria,BG,2020-04,GISAID,0,0,,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-04,GISAID,0,0,,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-04,GISAID,0,0,,True,BA.4,0,0.0,
Bulgaria,BG,2020-04,GISAID,0,0,,True,BA.5,0,0.0,
Bulgaria,BG,2020-04,GISAID,0,0,,True,Other,0,0.0,
Bulgaria,BG,2020-04,GISAID,0,0,,True,UNK,0,,
Bulgaria,BG,2020-04,GISAID,0,0,,True,XD,0,0.0,
Bulgaria,BG,2020-05,GISAID,0,0,,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-05,GISAID,0,0,,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-05,GISAID,0,0,,True,BA.4,0,0.0,
Bulgaria,BG,2020-05,GISAID,0,0,,True,BA.5,0,0.0,
Bulgaria,BG,2020-05,GISAID,0,0,,True,Other,0,0.0,
Bulgaria,BG,2020-05,GISAID,0,0,,True,UNK,0,,
Bulgaria,BG,2020-05,GISAID,0,0,,True,XD,0,0.0,
Bulgaria,BG,2020-06,GISAID,0,0,,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-06,GISAID,0,0,,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-06,GISAID,0,0,,True,BA.4,0,0.0,
Bulgaria,BG,2020-06,GISAID,0,0,,True,BA.5,0,0.0,
Bulgaria,BG,2020-06,GISAID,0,0,,True,Other,0,0.0,
Bulgaria,BG,2020-06,GISAID,0,0,,True,UNK,0,,
Bulgaria,BG,2020-06,GISAID,0,0,,True,XD,0,0.0,
Bulgaria,BG,2020-07,GISAID,0,0,,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-07,GISAID,0,0,,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-07,GISAID,0,0,,True,BA.4,0,0.0,
Bulgaria,BG,2020-07,GISAID,0,0,,True,BA.5,0,0.0,
Bulgaria,BG,2020-07,GISAID,0,0,,True,Other,0,0.0,
Bulgaria,BG,2020-07,GISAID,0,0,,True,UNK,0,,
Bulgaria,BG,2020-07,GISAID,0,0,,True,XD,0,0.0,
Bulgaria,BG,2020-08,GISAID,0,0,,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-08,GISAID,0,0,,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-08,GISAID,0,0,,True,BA.4,0,0.0,
Bulgaria,BG,2020-08,GISAID,0,0,,True,BA.5,0,0.0,
Bulgaria,BG,2020-08,GISAID,0,0,,True,Other,0,0.0,
Bulgaria,BG,2020-08,GISAID,0,0,,True,UNK,0,,
Bulgaria,BG,2020-08,GISAID,0,0,,True,XD,0,0.0,
Bulgaria,BG,2020-09,GISAID,0,0,,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-09,GISAID,0,0,,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-09,GISAID,0,0,,True,BA.4,0,0.0,
Bulgaria,BG,2020-09,GISAID,0,0,,True,BA.5,0,0.0,
Bulgaria,BG,2020-09,GISAID,0,0,,True,Other,0,0.0,
Bulgaria,BG,2020-09,GISAID,0,0,,True,UNK,0,,
Bulgaria,BG,2020-09,GISAID,0,0,,True,XD,0,0.0,
Bulgaria,BG,2020-10,GISAID,4,0,0.0,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-10,GISAID,4,0,0.0,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-10,GISAID,4,0,0.0,True,BA.4,0,0.0,
Bulgaria,BG,2020-10,GISAID,4,0,0.0,True,BA.5,0,0.0,
Bulgaria,BG,2020-10,GISAID,4,0,0.0,True,Other,0,0.0,
Bulgaria,BG,2020-10,GISAID,4,0,0.0,True,UNK,0,,
Bulgaria,BG,2020-10,GISAID,4,0,0.0,True,XD,0,0.0,
Bulgaria,BG,2020-11,GISAID,47,1,2.1,True,B.1.1.529,0,1.0,0.0
Bulgaria,BG,2020-11,GISAID,47,1,2.1,True,B.1.617.2,0,1.0,0.0
Bulgaria,BG,2020-11,GISAID,47,1,2.1,True,BA.4,0,1.0,0.0
Bulgaria,BG,2020-11,GISAID,47,1,2.1,True,BA.5,0,1.0,0.0
Bulgaria,BG,2020-11,GISAID,47,1,2.1,True,Other,1,1.0,100.0
Bulgaria,BG,2020-11,GISAID,47,1,2.1,True,UNK,0,,
Bulgaria,BG,2020-11,GISAID,47,1,2.1,True,XD,0,1.0,0.0
Bulgaria,BG,2020-12,GISAID,134,1,0.7,True,B.1.1.529,0,1.0,0.0
Bulgaria,BG,2020-12,GISAID,134,1,0.7,True,B.1.617.2,0,1.0,0.0
Bulgaria,BG,2020-12,GISAID,134,1,0.7,True,BA.4,0,1.0,0.0
Bulgaria,BG,2020-12,GISAID,134,1,0.7,True,BA.5,0,1.0,0.0
Bulgaria,BG,2020-12,GISAID,134,1,0.7,True,Other,1,1.0,100.0
Bulgaria,BG,2020-12,GISAID,134,1,0.7,True,UNK,0,,
Bulgaria,BG,2020-12,GISAID,134,1,0.7,True,XD,0,1.0,0.0
Bulgaria,BG,2020-13,GISAID,161,0,0.0,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-13,GISAID,161,0,0.0,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-13,GISAID,161,0,0.0,True,BA.4,0,0.0,
Bulgaria,BG,2020-13,GISAID,161,0,0.0,True,BA.5,0,0.0,
Bulgaria,BG,2020-13,GISAID,161,0,0.0,True,Other,0,0.0,
Bulgaria,BG,2020-13,GISAID,161,0,0.0,True,UNK,0,,
Bulgaria,BG,2020-13,GISAID,161,0,0.0,True,XD,0,0.0,
Bulgaria,BG,2020-14,GISAID,185,2,1.1,True,B.1.1.529,0,2.0,0.0
Bulgaria,BG,2020-14,GISAID,185,2,1.1,True,B.1.617.2,0,2.0,0.0
Bulgaria,BG,2020-14,GISAID,185,2,1.1,True,BA.4,0,2.0,0.0
Bulgaria,BG,2020-14,GISAID,185,2,1.1,True,BA.5,0,2.0,0.0
Bulgaria,BG,2020-14,GISAID,185,2,1.1,True,Other,2,2.0,100.0
Bulgaria,BG,2020-14,GISAID,185,2,1.1,True,UNK,0,,
Bulgaria,BG,2020-14,GISAID,185,2,1.1,True,XD,0,2.0,0.0
Bulgaria,BG,2020-15,GISAID,144,0,0.0,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-15,GISAID,144,0,0.0,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-15,GISAID,144,0,0.0,True,BA.4,0,0.0,
Bulgaria,BG,2020-15,GISAID,144,0,0.0,True,BA.5,0,0.0,
Bulgaria,BG,2020-15,GISAID,144,0,0.0,True,Other,0,0.0,
Bulgaria,BG,2020-15,GISAID,144,0,0.0,True,UNK,0,,
Bulgaria,BG,2020-15,GISAID,144,0,0.0,True,XD,0,0.0,
Bulgaria,BG,2020-16,GISAID,219,2,0.9,True,B.1.1.529,0,2.0,0.0
Bulgaria,BG,2020-16,GISAID,219,2,0.9,True,B.1.617.2,0,2.0,0.0
Bulgaria,BG,2020-16,GISAID,219,2,0.9,True,BA.4,0,2.0,0.0
Bulgaria,BG,2020-16,GISAID,219,2,0.9,True,BA.5,0,2.0,0.0
Bulgaria,BG,2020-16,GISAID,219,2,0.9,True,Other,2,2.0,100.0
Bulgaria,BG,2020-16,GISAID,219,2,0.9,True,UNK,0,,
Bulgaria,BG,2020-16,GISAID,219,2,0.9,True,XD,0,2.0,0.0
Bulgaria,BG,2020-17,GISAID,406,3,0.7,True,B.1.1.529,0,3.0,0.0
Bulgaria,BG,2020-17,GISAID,406,3,0.7,True,B.1.617.2,0,3.0,0.0
Bulgaria,BG,2020-17,GISAID,406,3,0.7,True,BA.4,0,3.0,0.0
Bulgaria,BG,2020-17,GISAID,406,3,0.7,True,BA.5,0,3.0,0.0
Bulgaria,BG,2020-17,GISAID,406,3,0.7,True,Other,3,3.0,100.0
Bulgaria,BG,2020-17,GISAID,406,3,0.7,True,UNK,0,,
Bulgaria,BG,2020-17,GISAID,406,3,0.7,True,XD,0,3.0,0.0
Bulgaria,BG,2020-18,GISAID,318,2,0.6,True,B.1.1.529,0,2.0,0.0
Bulgaria,BG,2020-18,GISAID,318,2,0.6,True,B.1.617.2,0,2.0,0.0
Bulgaria,BG,2020-18,GISAID,318,2,0.6,True,BA.4,0,2.0,0.0
Bulgaria,BG,2020-18,GISAID,318,2,0.6,True,BA.5,0,2.0,0.0
Bulgaria,BG,2020-18,GISAID,318,2,0.6,True,Other,2,2.0,100.0
Bulgaria,BG,2020-18,GISAID,318,2,0.6,True,UNK,0,,
Bulgaria,BG,2020-18,GISAID,318,2,0.6,True,XD,0,2.0,0.0
Bulgaria,BG,2020-19,GISAID,347,1,0.3,True,B.1.1.529,0,1.0,0.0
Bulgaria,BG,2020-19,GISAID,347,1,0.3,True,B.1.617.2,0,1.0,0.0
Bulgaria,BG,2020-19,GISAID,347,1,0.3,True,BA.4,0,1.0,0.0
Bulgaria,BG,2020-19,GISAID,347,1,0.3,True,BA.5,0,1.0,0.0
Bulgaria,BG,2020-19,GISAID,347,1,0.3,True,Other,1,1.0,100.0
Bulgaria,BG,2020-19,GISAID,347,1,0.3,True,UNK,0,,
Bulgaria,BG,2020-19,GISAID,347,1,0.3,True,XD,0,1.0,0.0
Bulgaria,BG,2020-20,GISAID,246,3,1.2,True,B.1.1.529,0,3.0,0.0
Bulgaria,BG,2020-20,GISAID,246,3,1.2,True,B.1.617.2,0,3.0,0.0
Bulgaria,BG,2020-20,GISAID,246,3,1.2,True,BA.4,0,3.0,0.0
Bulgaria,BG,2020-20,GISAID,246,3,1.2,True,BA.5,0,3.0,0.0
Bulgaria,BG,2020-20,GISAID,246,3,1.2,True,Other,3,3.0,100.0
Bulgaria,BG,2020-20,GISAID,246,3,1.2,True,UNK,0,,
Bulgaria,BG,2020-20,GISAID,246,3,1.2,True,XD,0,3.0,0.0
Bulgaria,BG,2020-21,GISAID,216,0,0.0,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-21,GISAID,216,0,0.0,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-21,GISAID,216,0,0.0,True,BA.4,0,0.0,
Bulgaria,BG,2020-21,GISAID,216,0,0.0,True,BA.5,0,0.0,
Bulgaria,BG,2020-21,GISAID,216,0,0.0,True,Other,0,0.0,
Bulgaria,BG,2020-21,GISAID,216,0,0.0,True,UNK,0,,
Bulgaria,BG,2020-21,GISAID,216,0,0.0,True,XD,0,0.0,
Bulgaria,BG,2020-22,GISAID,86,0,0.0,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-22,GISAID,86,0,0.0,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-22,GISAID,86,0,0.0,True,BA.4,0,0.0,
Bulgaria,BG,2020-22,GISAID,86,0,0.0,True,BA.5,0,0.0,
Bulgaria,BG,2020-22,GISAID,86,0,0.0,True,Other,0,0.0,
Bulgaria,BG,2020-22,GISAID,86,0,0.0,True,UNK,0,,
Bulgaria,BG,2020-22,GISAID,86,0,0.0,True,XD,0,0.0,
Bulgaria,BG,2020-23,GISAID,198,0,0.0,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-23,GISAID,198,0,0.0,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-23,GISAID,198,0,0.0,True,BA.4,0,0.0,
Bulgaria,BG,2020-23,GISAID,198,0,0.0,True,BA.5,0,0.0,
Bulgaria,BG,2020-23,GISAID,198,0,0.0,True,Other,0,0.0,
Bulgaria,BG,2020-23,GISAID,198,0,0.0,True,UNK,0,,
Bulgaria,BG,2020-23,GISAID,198,0,0.0,True,XD,0,0.0,
Bulgaria,BG,2020-24,GISAID,555,0,0.0,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-24,GISAID,555,0,0.0,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-24,GISAID,555,0,0.0,True,BA.4,0,0.0,
Bulgaria,BG,2020-24,GISAID,555,0,0.0,True,BA.5,0,0.0,
Bulgaria,BG,2020-24,GISAID,555,0,0.0,True,Other,0,0.0,
Bulgaria,BG,2020-24,GISAID,555,0,0.0,True,UNK,0,,
Bulgaria,BG,2020-24,GISAID,555,0,0.0,True,XD,0,0.0,
Bulgaria,BG,2020-25,GISAID,606,0,0.0,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-25,GISAID,606,0,0.0,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-25,GISAID,606,0,0.0,True,BA.4,0,0.0,
Bulgaria,BG,2020-25,GISAID,606,0,0.0,True,BA.5,0,0.0,
Bulgaria,BG,2020-25,GISAID,606,0,0.0,True,Other,0,0.0,
Bulgaria,BG,2020-25,GISAID,606,0,0.0,True,UNK,0,,
Bulgaria,BG,2020-25,GISAID,606,0,0.0,True,XD,0,0.0,
Bulgaria,BG,2020-26,GISAID,753,0,0.0,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-26,GISAID,753,0,0.0,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-26,GISAID,753,0,0.0,True,BA.4,0,0.0,
Bulgaria,BG,2020-26,GISAID,753,0,0.0,True,BA.5,0,0.0,
Bulgaria,BG,2020-26,GISAID,753,0,0.0,True,Other,0,0.0,
Bulgaria,BG,2020-26,GISAID,753,0,0.0,True,UNK,0,,
Bulgaria,BG,2020-26,GISAID,753,0,0.0,True,XD,0,0.0,
Bulgaria,BG,2020-27,GISAID,1052,0,0.0,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-27,GISAID,1052,0,0.0,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-27,GISAID,1052,0,0.0,True,BA.4,0,0.0,
Bulgaria,BG,2020-27,GISAID,1052,0,0.0,True,BA.5,0,0.0,
Bulgaria,BG,2020-27,GISAID,1052,0,0.0,True,Other,0,0.0,
Bulgaria,BG,2020-27,GISAID,1052,0,0.0,True,UNK,0,,
Bulgaria,BG,2020-27,GISAID,1052,0,0.0,True,XD,0,0.0,
Bulgaria,BG,2020-28,GISAID,1498,1,0.1,True,B.1.1.529,0,1.0,0.0
Bulgaria,BG,2020-28,GISAID,1498,1,0.1,True,B.1.617.2,0,1.0,0.0
Bulgaria,BG,2020-28,GISAID,1498,1,0.1,True,BA.4,0,1.0,0.0
Bulgaria,BG,2020-28,GISAID,1498,1,0.1,True,BA.5,0,1.0,0.0
Bulgaria,BG,2020-28,GISAID,1498,1,0.1,True,Other,1,1.0,100.0
Bulgaria,BG,2020-28,GISAID,1498,1,0.1,True,UNK,0,,
Bulgaria,BG,2020-28,GISAID,1498,1,0.1,True,XD,0,1.0,0.0
Bulgaria,BG,2020-29,GISAID,1463,0,0.0,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-29,GISAID,1463,0,0.0,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-29,GISAID,1463,0,0.0,True,BA.4,0,0.0,
Bulgaria,BG,2020-29,GISAID,1463,0,0.0,True,BA.5,0,0.0,
Bulgaria,BG,2020-29,GISAID,1463,0,0.0,True,Other,0,0.0,
Bulgaria,BG,2020-29,GISAID,1463,0,0.0,True,UNK,0,,
Bulgaria,BG,2020-29,GISAID,1463,0,0.0,True,XD,0,0.0,
Bulgaria,BG,2020-30,GISAID,1674,0,0.0,True,B.1.1.529,0,0.0,
Bulgaria,BG,2020-30,GISAID,1674,0,0.0,True,B.1.617.2,0,0.0,
Bulgaria,BG,2020-30,GISAID,1674,0,0.0,True,BA.4,0,0.0,
Bulgaria,BG,2020-30,GISAID,1674,0,0.0,True,BA.5,0,0.0,
Bulgaria,BG,2020-30,GISAID,1674,0,0.0,True,Other,0,0.0,
Bulgaria,BG,2020-30,GISAID,1674,0,0.0,True,UNK,0,,
Bulgaria,BG,2020-30,GISAID,1674,0,0.0,True,XD,0,0.0,
Bulgaria,BG,2020-31,GISAID,1524,1,0.1,True,B.1.1.529,0,1.0,0.0
Bulgaria,BG,2020-31,GISAID,1524,1,0.1,True,B.1.617.2,0,1.0,0.0
Bulgaria,BG,2020-31,GISAID,1524,1,0.1,True,BA.4,0,1.0,0.0
Bulgaria,BG,2020-31,GISAID,1524,1,0.1,True,BA.5,0,1.0,0.0
