country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Austria,AT,2020-01,GISAID,0,0,,True,B.1.1.529,0,0.0,
Austria,AT,2020-01,GISAID,0,0,,True,B.1.617.2,0,0.0,
Austria,AT,2020-01,GISAID,0,0,,True,BA.4,0,0.0,
Austria,AT,2020-01,GISAID,0,0,,True,BA.5,0,0.0,
Austria,AT,2020-01,GISAID,0,0,,True,Other,0,0.0,
Austria,AT,2020-01,GISAID,0,0,,True,UNK,0,,
Austria,AT,2020-01,GISAID,0,0,,True,XD,0,0.0,
Austria,AT,2020-02,GISAID,0,0,,True,B.1.1.529,0,0.0,
Austria,AT,2020-02,GISAID,0,0,,True,B.1.617.2,0,0.0,
Austria,AT,2020-02,GISAID,0,0,,True,BA.4,0,0.0,
Austria,AT,2020-02,GISAID,0,0,,True,BA.5,0,0.0,
Austria,AT,2020-02,GISAID,0,0,,True,Other,0,0.0,
Austria,AT,2020-02,GISAID,0,0,,True,UNK,0,,
Austria,AT,2020-02,GISAID,0,0,,True,XD,0,0.0,
Austria,AT,2020-03,GISAID,0,0,,True,B.1.1.529,0,0.0,
Austria,AT,2020-03,GISAID,0,0,,True,B.1.617.2,0,0.0,
Austria,AT,2020-03,GISAID,0,0,,True,BA.4,0,0.0,
Austria,AT,2020-03,GISAID,0,0,,True,BA.5,0,0.0,
Austria,AT,2020-03,GISAID,0,0,,True,Other,0,0.0,
Austria,AT,2020-03,GISAID,0,0,,True,UNK,0,,
Austria,AT,2020-03,GISAID,0,0,,True,XD,0,0.0,
Austria,AT,2020-04,GISAID,0,0,,True,B.1.1.529,0,0.0,
Austria,AT,2020-04,GISAID,0,0,,True,B.1.617.2,0,0.0,
Austria,AT,2020-04,GISAID,0,0,,True,BA.4,0,0.0,
Austria,AT,2020-04,GISAID,0,0,,True,BA.5,0,0.0,
Austria,AT,2020-04,GISAID,0,0,,True,Other,0,0.0,
Austria,AT,2020-04,GISAID,0,0,,True,UNK,0,,
Austria,AT,2020-04,GISAID,0,0,,True,XD,0,0.0,
Austria,AT,2020-05,GISAID,0,0,,True,B.1.1.529,0,0.0,
Austria,AT,2020-05,GISAID,0,0,,True,B.1.617.2,0,0.0,
Austria,AT,2020-05,GISAID,0,0,,True,BA.4,0,0.0,
Austria,AT,2020-05,GISAID,0,0,,True,BA.5,0,0.0,
Austria,AT,2020-05,GISAID,0,0,,True,Other,0,0.0,
Austria,AT,2020-05,GISAID,0,0,,True,UNK,0,,
Austria,AT,2020-05,GISAID,0,0,,True,XD,0,0.0,
Austria,AT,2020-06,GISAID,0,0,,True,B.1.1.529,0,0.0,
Austria,AT,2020-06,GISAID,0,0,,True,B.1.617.2,0,0.0,
Austria,AT,2020-06,GISAID,0,0,,True,BA.4,0,0.0,
Austria,AT,2020-06,GISAID,0,0,,True,BA.5,0,0.0,
Austria,AT,2020-06,GISAID,0,0,,True,Other,0,0.0,
Austria,AT,2020-06,GISAID,0,0,,True,UNK,0,,
Austria,AT,2020-06,GISAID,0,0,,True,XD,0,0.0,
Austria,AT,2020-07,GISAID,0,0,,True,B.1.1.529,0,0.0,
Austria,AT,2020-07,GISAID,0,0,,True,B.1.617.2,0,0.0,
Austria,AT,2020-07,GISAID,0,0,,True,BA.4,0,0.0,
Austria,AT,2020-07,GISAID,0,0,,True,BA.5,0,0.0,
Austria,AT,2020-07,GISAID,0,0,,True,Other,0,0.0,
Austria,AT,2020-07,GISAID,0,0,,True,UNK,0,,
Austria,AT,2020-07,GISAID,0,0,,True,XD,0,0.0,
Austria,AT,2020-08,GISAID,0,0,,True,B.1.1.529,0,0.0,
Austria,AT,2020-08,GISAID,0,0,,True,B.1.617.2,0,0.0,
Austria,AT,2020-08,GISAID,0,0,,True,BA.4,0,0.0,
Austria,AT,2020-08,GISAID,0,0,,True,BA.5,0,0.0,
Austria,AT,2020-08,GISAID,0,0,,True,Other,0,0.0,
Austria,AT,2020-08,GISAID,0,0,,True,UNK,0,,
Austria,AT,2020-08,GISAID,0,0,,True,XD,0,0.0,
Austria,AT,2020-09,GISAID,12,8,66.7,True,B.1.1.529,0,8.0,0.0
Austria,AT,2020-09,GISAID,12,8,66.7,True,B.1.617.2,0,8.0,0.0
Austria,AT,2020-09,GISAID,12,8,66.7,True,BA.4,0,8.0,0.0
Austria,AT,2020-09,GISAID,12,8,66.7,True,BA.5,0,8.0,0.0
Austria,AT,2020-09,GISAID,12,8,66.7,True,Other,8,8.0,100.0
Austria,AT,2020-09,GISAID,12,8,66.7,True,UNK,0,,
Austria,AT,2020-09,GISAID,12,8,66.7,True,XD,0,8.0,0.0
Austria,AT,2020-10,GISAID,114,58,50.9,True,B.1.1.529,0,58.0,0.0
Austria,AT,2020-10,GISAID,114,58,50.9,True,B.1.617.2,0,58.0,0.0
Austria,AT,2020-10,GISAID,114,58,50.9,True,BA.4,0,58.0,0.0
Austria,AT,2020-10,GISAID,114,58,50.9,True,BA.5,0,58.0,0.0
Austria,AT,2020-10,GISAID,114,58,50.9,True,Other,58,58.0,100.0
Austria,AT,2020-10,GISAID,114,58,50.9,True,UNK,0,,
Austria,AT,2020-10,GISAID,114,58,50.9,True,XD,0,58.0,0.0
Austria,AT,2020-11,GISAID,874,119,13.6,True,B.1.1.529,0,119.0,0.0
Austria,AT,2020-11,GISAID,874,119,13.6,True,B.1.617.2,0,119.0,0.0
Austria,AT,2020-11,GISAID,874,119,13.6,True,BA.4,0,119.0,0.0
Austria,AT,2020-11,GISAID,874,119,13.6,True,BA.5,0,119.0,0.0
Austria,AT,2020-11,GISAID,874,119,13.6,True,Other,119,119.0,100.0
Austria,AT,2020-11,GISAID,874,119,13.6,True,UNK,0,,
Austria,AT,2020-11,GISAID,874,119,13.6,True,XD,0,119.0,0.0
Austria,AT,2020-12,GISAID,3068,136,4.4,True,B.1.1.529,0,136.0,0.0
Austria,AT,2020-12,GISAID,3068,136,4.4,True,B.1.617.2,0,136.0,0.0
Austria,AT,2020-12,GISAID,3068,136,4.4,True,BA.4,0,136.0,0.0
Austria,AT,2020-12,GISAID,3068,136,4.4,True,BA.5,0,136.0,0.0
Austria,AT,2020-12,GISAID,3068,136,4.4,True,Other,136,136.0,100.0
Austria,AT,2020-12,GISAID,3068,136,4.4,True,UNK,0,,
Austria,AT,2020-12,GISAID,3068,136,4.4,True,XD,0,136.0,0.0
Austria,AT,2020-13,GISAID,5128,161,3.1,True,B.1.1.529,0,161.0,0.0
Austria,AT,2020-13,GISAID,5128,161,3.1,True,B.1.617.2,0,161.0,0.0
Austria,AT,2020-13,GISAID,5128,161,3.1,True,BA.4,0,161.0,0.0
Austria,AT,2020-13,GISAID,5128,161,3.1,True,BA.5,0,161.0,0.0
Austria,AT,2020-13,GISAID,5128,161,3.1,True,Other,161,161.0,100.0
Austria,AT,2020-13,GISAID,5128,161,3.1,True,UNK,0,,
Austria,AT,2020-13,GISAID,5128,161,3.1,True,XD,0,161.0,0.0
Austria,AT,2020-14,GISAID,3116,109,3.5,True,B.1.1.529,0,109.0,0.0
Austria,AT,2020-14,GISAID,3116,109,3.5,True,B.1.617.2,0,109.0,0.0
Austria,AT,2020-14,GISAID,3116,109,3.5,True,BA.4,0,109.0,0.0
Austria,AT,2020-14,GISAID,3116,109,3.5,True,BA.5,0,109.0,0.0
Austria,AT,2020-14,GISAID,3116,109,3.5,True,Other,109,109.0,100.0
Austria,AT,2020-14,GISAID,3116,109,3.5,True,UNK,0,,
Austria,AT,2020-14,GISAID,3116,109,3.5,True,XD,0,109.0,0.0
Austria,AT,2020-15,GISAID,1838,56,3.0,True,B.1.1.529,0,56.0,0.0
Austria,AT,2020-15,GISAID,1838,56,3.0,True,B.1.617.2,0,56.0,0.0
Austria,AT,2020-15,GISAID,1838,56,3.0,True,BA.4,0,56.0,0.0
Austria,AT,2020-15,GISAID,1838,56,3.0,True,BA.5,0,56.0,0.0
Austria,AT,2020-15,GISAID,1838,56,3.0,True,Other,56,56.0,100.0
Austria,AT,2020-15,GISAID,1838,56,3.0,True,UNK,0,,
Austria,AT,2020-15,GISAID,1838,56,3.0,True,XD,0,56.0,0.0
Austria,AT,2020-16,GISAID,684,43,6.3,True,B.1.1.529,0,43.0,0.0
Austria,AT,2020-16,GISAID,684,43,6.3,True,B.1.617.2,0,43.0,0.0
Austria,AT,2020-16,GISAID,684,43,6.3,True,BA.4,0,43.0,0.0
Austria,AT,2020-16,GISAID,684,43,6.3,True,BA.5,0,43.0,0.0
Austria,AT,2020-16,GISAID,684,43,6.3,True,Other,43,43.0,100.0
Austria,AT,2020-16,GISAID,684,43,6.3,True,UNK,0,,
Austria,AT,2020-16,GISAID,684,43,6.3,True,XD,0,43.0,0.0
Austria,AT,2020-17,GISAID,448,27,6.0,True,B.1.1.529,0,27.0,0.0
Austria,AT,2020-17,GISAID,448,27,6.0,True,B.1.617.2,0,27.0,0.0
Austria,AT,2020-17,GISAID,448,27,6.0,True,BA.4,0,27.0,0.0
Austria,AT,2020-17,GISAID,448,27,6.0,True,BA.5,0,27.0,0.0
Austria,AT,2020-17,GISAID,448,27,6.0,True,Other,27,27.0,100.0
Austria,AT,2020-17,GISAID,448,27,6.0,True,UNK,0,,
Austria,AT,2020-17,GISAID,448,27,6.0,True,XD,0,27.0,0.0
Austria,AT,2020-18,GISAID,312,22,7.1,True,B.1.1.529,0,22.0,0.0
Austria,AT,2020-18,GISAID,312,22,7.1,True,B.1.617.2,0,22.0,0.0
Austria,AT,2020-18,GISAID,312,22,7.1,True,BA.4,0,22.0,0.0
Austria,AT,2020-18,GISAID,312,22,7.1,True,BA.5,0,22.0,0.0
Austria,AT,2020-18,GISAID,312,22,7.1,True,Other,22,22.0,100.0
Austria,AT,2020-18,GISAID,312,22,7.1,True,UNK,0,,
Austria,AT,2020-18,GISAID,312,22,7.1,True,XD,0,22.0,0.0
Austria,AT,2020-19,GISAID,264,18,6.8,True,B.1.1.529,0,18.0,0.0
Austria,AT,2020-19,GISAID,264,18,6.8,True,B.1.617.2,0,18.0,0.0
Austria,AT,2020-19,GISAID,264,18,6.8,True,BA.4,0,18.0,0.0
Austria,AT,2020-19,GISAID,264,18,6.8,True,BA.5,0,18.0,0.0
Austria,AT,2020-19,GISAID,264,18,6.8,True,Other,18,18.0,100.0
Austria,AT,2020-19,GISAID,264,18,6.8,True,UNK,0,,
Austria,AT,2020-19,GISAID,264,18,6.8,True,XD,0,18.0,0.0
Austria,AT,2020-20,GISAID,335,31,9.3,True,B.1.1.529,0,31.0,0.0
Austria,AT,2020-20,GISAID,335,31,9.3,True,B.1.617.2,0,31.0,0.0
Austria,AT,2020-20,GISAID,335,31,9.3,True,BA.4,0,31.0,0.0
Austria,AT,2020-20,GISAID,335,31,9.3,True,BA.5,0,31.0,0.0
Austria,AT,2020-20,GISAID,335,31,9.3,True,Other,31,31.0,100.0
Austria,AT,2020-20,GISAID,335,31,9.3,True,UNK,0,,
Austria,AT,2020-20,GISAID,335,31,9.3,True,XD,0,31.0,0.0
Austria,AT,2020-21,GISAID,265,14,5.3,True,B.1.1.529,0,14.0,0.0
Austria,AT,2020-21,GISAID,265,14,5.3,True,B.1.617.2,0,14.0,0.0
Austria,AT,2020-21,GISAID,265,14,5.3,True,BA.4,0,14.0,0.0
Austria,AT,2020-21,GISAID,265,14,5.3,True,BA.5,0,14.0,0.0
Austria,AT,2020-21,GISAID,265,14,5.3,True,Other,14,14.0,100.0
Austria,AT,2020-21,GISAID,265,14,5.3,True,UNK,0,,
Austria,AT,2020-21,GISAID,265,14,5.3,True,XD,0,14.0,0.0
Austria,AT,2020-22,GISAID,195,0,0.0,True,B.1.1.529,0,0.0,
Austria,AT,2020-22,GISAID,195,0,0.0,True,B.1.617.2,0,0.0,
Austria,AT,2020-22,GISAID,195,0,0.0,True,BA.4,0,0.0,
Austria,AT,2020-22,GISAID,195,0,0.0,True,BA.5,0,0.0,
Austria,AT,2020-22,GISAID,195,0,0.0,True,Other,0,0.0,
Austria,AT,2020-22,GISAID,195,0,0.0,True,UNK,0,,
Austria,AT,2020-22,GISAID,195,0,0.0,True,XD,0,0.0,
Austria,AT,2020-23,GISAID,227,7,3.1,True,B.1.1.529,0,7.0,0.0
Austria,AT,2020-23,GISAID,227,7,3.1,True,B.1.617.2,0,7.0,0.0
Austria,AT,2020-23,GISAID,227,7,3.1,True,BA.4,0,7.0,0.0
Austria,AT,2020-23,GISAID,227,7,3.1,True,BA.5,0,7.0,0.0
Austria,AT,2020-23,GISAID,227,7,3.1,True,Other,7,7.0,100.0
Austria,AT,2020-23,GISAID,227,7,3.1,True,UNK,0,,
Austria,AT,2020-23,GISAID,227,7,3.1,True,XD,0,7.0,0.0
Austria,AT,2020-24,GISAID,172,3,1.7,True,B.1.1.529,0,3.0,0.0
Austria,AT,2020-24,GISAID,172,3,1.7,True,B.1.617.2,0,3.0,0.0
Austria,AT,2020-24,GISAID,172,3,1.7,True,BA.4,0,3.0,0.0
Austria,AT,2020-24,GISAID,172,3,1.7,True,BA.5,0,3.0,0.0
Austria,AT,2020-24,GISAID,172,3,1.7,True,Other,3,3.0,100.0
Austria,AT,2020-24,GISAID,172,3,1.7,True,UNK,0,,
Austria,AT,2020-24,GISAID,172,3,1.7,True,XD,0,3.0,0.0
Austria,AT,2020-25,GISAID,248,4,1.6,True,B.1.1.529,0,4.0,0.0
Austria,AT,2020-25,GISAID,248,4,1.6,True,B.1.617.2,0,4.0,0.0
Austria,AT,2020-25,GISAID,248,4,1.6,True,BA.4,0,4.0,0.0
Austria,AT,2020-25,GISAID,248,4,1.6,True,BA.5,0,4.0,0.0
Austria,AT,2020-25,GISAID,248,4,1.6,True,Other,4,4.0,100.0
Austria,AT,2020-25,GISAID,248,4,1.6,True,UNK,0,,
Austria,AT,2020-25,GISAID,248,4,1.6,True,XD,0,4.0,0.0
Austria,AT,2020-26,GISAID,335,1,0.3,True,B.1.1.529,0,0.0,
Austria,AT,2020-26,GISAID,335,1,0.3,True,B.1.617.2,0,0.0,
Austria,AT,2020-26,GISAID,335,1,0.3,True,BA.4,0,0.0,
Austria,AT,2020-26,GISAID,335,1,0.3,True,BA.5,0,0.0,
Austria,AT,2020-26,GISAID,335,1,0.3,True,Other,0,0.0,
Austria,AT,2020-26,GISAID,335,1,0.3,True,UNK,0,,
Austria,AT,2020-26,GISAID,335,1,0.3,True,XD,0,0.0,
Austria,AT,2020-27,GISAID,640,2,0.3,True,B.1.1.529,0,2.0,0.0
Austria,AT,2020-27,GISAID,640,2,0.3,True,B.1.617.2,0,2.0,0.0
Austria,AT,2020-27,GISAID,640,2,0.3,True,BA.4,0,2.0,0.0
Austria,AT,2020-27,GISAID,640,2,0.3,True,BA.5,0,2.0,0.0
Austria,AT,2020-27,GISAID,640,2,0.3,True,Other,2,2.0,100.0
Austria,AT,2020-27,GISAID,640,2,0.3,True,UNK,0,,
Austria,AT,2020-27,GISAID,640,2,0.3,True,XD,0,2.0,0.0
Austria,AT,2020-28,GISAID,596,4,0.7,True,B.1.1.529,0,4.0,0.0
Austria,AT,2020-28,GISAID,596,4,0.7,True,B.1.617.2,0,4.0,0.0
Austria,AT,2020-28,GISAID,596,4,0.7,True,BA.4,0,4.0,0.0
Austria,AT,2020-28,GISAID,596,4,0.7,True,BA.5,0,4.0,0.0
Austria,AT,2020-28,GISAID,596,4,0.7,True,Other,4,4.0,100.0
Austria,AT,2020-28,GISAID,596,4,0.7,True,UNK,0,,
Austria,AT,2020-28,GISAID,596,4,0.7,True,XD,0,4.0,0.0
Austria,AT,2020-29,GISAID,784,10,1.3,True,B.1.1.529,0,10.0,0.0
Austria,AT,2020-29,GISAID,784,10,1.3,True,B.1.617.2,0,10.0,0.0
Austria,AT,2020-29,GISAID,784,10,1.3,True,BA.4,0,10.0,0.0
Austria,AT,2020-29,GISAID,784,10,1.3,True,BA.5,0,10.0,0.0
Austria,AT,2020-29,GISAID,784,10,1.3,True,Other,10,10.0,100.0
Austria,AT,2020-29,GISAID,784,10,1.3,True,UNK,0,,
Austria,AT,2020-29,GISAID,784,10,1.3,True,XD,0,10.0,0.0
Austria,AT,2020-30,GISAID,872,9,1.0,True,B.1.1.529,0,9.0,0.0
Austria,AT,2020-30,GISAID,872,9,1.0,True,B.1.617.2,0,9.0,0.0
Austria,AT,2020-30,GISAID,872,9,1.0,True,BA.4,0,9.0,0.0
Austria,AT,2020-30,GISAID,872,9,1.0,True,BA.5,0,9.0,0.0
Austria,AT,2020-30,GISAID,872,9,1.0,True,Other,9,9.0,100.0
Austria,AT,2020-30,GISAID,872,9,1.0,True,UNK,0,,
Austria,AT,2020-30,GISAID,872,9,1.0,True,XD,0,9.0,0.0
Austria,AT,2020-31,GISAID,794,3,0.4,True,B.1.1.529,0,3.0,0.0
Austria,AT,2020-31,GISAID,794,3,0.4,True,B.1.617.2,0,3.0,0.0
Austria,AT,2020-31,GISAID,794,3,0.4,True,BA.4,0,3.0,0.0
Austria,AT,2020-31,GISAID,794,3,0.4,True,BA.5,0,3.0,0.0
Austria,AT,2020-31,GISAID,794,3,0.4,True,Other,3,3.0,100.0
Austria,AT,2020-31,GISAID,794,3,0.4,True,UNK,0,,
Austria,AT,2020-31,GISAID,794,3,0.4,True,XD,0,3.0,0.0
Austria,AT,2020-32,GISAID,722,10,1.4,True,B.1.1.529,0,10.0,0.0
Austria,AT,2020-32,GISAID,722,10,1.4,True,B.1.617.2,0,10.0,0.0
Austria,AT,2020-32,GISAID,722,10,1.4,True,BA.4,0,10.0,0.0
Austria,AT,2020-32,GISAID,722,10,1.4,True,BA.5,0,10.0,0.0
Austria,AT,2020-32,GISAID,722,10,1.4,True,Other,10,10.0,100.0
Austria,AT,2020-32,GISAID,722,10,1.4,True,UNK,0,,
Austria,AT,2020-32,GISAID,722,10,1.4,True,XD,0,10.0,0.0
Austria,AT,2020-33,GISAID,1462,12,0.8,True,B.1.1.529,0,12.0,0.0
Austria,AT,2020-33,GISAID,1462,12,0.8,True,B.1.617.2,0,12.0,0.0
Austria,AT,2020-33,GISAID,1462,12,0.8,True,BA.4,0,12.0,0.0
Austria,AT,2020-33,GISAID,1462,12,0.8,True,BA.5,0,12.0,0.0
Austria,AT,2020-33,GISAID,1462,12,0.8,True,Other,12,12.0,100.0
Austria,AT,2020-33,GISAID,1462,12,0.8,True,UNK,0,,
Austria,AT,2020-33,GISAID,1462,12,0.8,True,XD,0,12.0,0.0
Austria,AT,2020-34,GISAID,1907,15,0.8,True,B.1.1.529,0,15.0,0.0
Austria,AT,2020-34,GISAID,1907,15,0.8,True,B.1.617.2,0,15.0,0.0
Austria,AT,2020-34,GISAID,1907,15,0.8,True,BA.4,0,15.0,0.0
Austria,AT,2020-34,GISAID,1907,15,0.8,True,BA.5,0,15.0,0.0
Austria,AT,2020-34,GISAID,1907,15,0.8,True,Other,15,15.0,100.0
Austria,AT,2020-34,GISAID,1907,15,0.8,True,UNK,0,,
Austria,AT,2020-34,GISAID,1907,15,0.8,True,XD,0,15.0,0.0
Austria,AT,2020-35,GISAID,1941,30,1.5,True,B.1.1.529,0,30.0,0.0
Austria,AT,2020-35,GISAID,1941,30,1.5,True,B.1.617.2,0,30.0,0.0
Austria,AT,2020-35,GISAID,1941,30,1.5,True,BA.4,0,30.0,0.0
Austria,AT,2020-35,GISAID,1941,30,1.5,True,BA.5,0,30.0,0.0
Austria,AT,2020-35,GISAID,1941,30,1.5,True,Other,30,30.0,100.0
Austria,AT,2020-35,GISAID,1941,30,1.5,True,UNK,0,,
Austria,AT,2020-35,GISAID,1941,30,1.5,True,XD,0,30.0,0.0
Austria,AT,2020-36,GISAID,2268,19,0.8,True,B.1.1.529,0,19.0,0.0
Austria,AT,2020-36,GISAID,2268,19,0.8,True,B.1.617.2,0,19.0,0.0
Austria,AT,2020-36,GISAID,2268,19,0.8,True,BA.4,0,19.0,0.0
Austria,AT,2020-36,GISAID,2268,19,0.8,True,BA.5,0,19.0,0.0
Austria,AT,2020-36,GISAID,2268,19,0.8,True,Other,19,19.0,100.0
Austria,AT,2020-36,GISAID,2268,19,0.8,True,UNK,0,,
Austria,AT,2020-36,GISAID,2268,19,0.8,True,XD,0,19.0,0.0
Austria,AT,2020-37,GISAID,3997,19,0.5,True,B.1.1.529,0,19.0,0.0
Austria,AT,2020-37,GISAID,3997,19,0.5,True,B.1.617.2,0,19.0,0.0
Austria,AT,2020-37,GISAID,3997,19,0.5,True,BA.4,0,19.0,0.0
Austria,AT,2020-37,GISAID,3997,19,0.5,True,BA.5,0,19.0,0.0
Austria,AT,2020-37,GISAID,3997,19,0.5,True,Other,19,19.0,100.0
Austria,AT,2020-37,GISAID,3997,19,0.5,True,UNK,0,,
Austria,AT,2020-37,GISAID,3997,19,0.5,True,XD,0,19.0,0.0
Austria,AT,2020-38,GISAID,5211,18,0.3,True,B.1.1.529,0,18.0,0.0
Austria,AT,2020-38,GISAID,5211,18,0.3,True,B.1.617.2,0,18.0,0.0
Austria,AT,2020-38,GISAID,5211,18,0.3,True,BA.4,0,18.0,0.0
Austria,AT,2020-38,GISAID,5211,18,0.3,True,BA.5,0,18.0,0.0
Austria,AT,2020-38,GISAID,5211,18,0.3,True,Other,18,18.0,100.0
Austria,AT,2020-38,GISAID,5211,18,0.3,True,UNK,0,,
Austria,AT,2020-38,GISAID,5211,18,0.3,True,XD,0,18.0,0.0
Austria,AT,2020-39,GISAID,4656,23,0.5,True,B.1.1.529,0,23.0,0.0
Austria,AT,2020-39,GISAID,4656,23,0.5,True,B.1.617.2,0,23.0,0.0
Austria,AT,2020-39,GISAID,4656,23,0.5,True,BA.4,0,23.0,0.0
Austria,AT,2020-39,GISAID,4656,23,0.5,True,BA.5,0,23.0,0.0
Austria,AT,2020-39,GISAID,4656,23,0.5,True,Other,23,23.0,100.0
Austria,AT,2020-39,GISAID,4656,23,0.5,True,UNK,0,,
Austria,AT,2020-39,GISAID,4656,23,0.5,True,XD,0,23.0,0.0
Austria,AT,2020-40,GISAID,5597,6,0.1,True,B.1.1.529,0,6.0,0.0
Austria,AT,2020-40,GISAID,5597,6,0.1,True,B.1.617.2,0,6.0,0.0
Austria,AT,2020-40,GISAID,5597,6,0.1,True,BA.4,0,6.0,0.0
Austria,AT,2020-40,GISAID,5597,6,0.1,True,BA.5,0,6.0,0.0
Austria,AT,2020-40,GISAID,5597,6,0.1,True,Other,6,6.0,100.0
Austria,AT,2020-40,GISAID,5597,6,0.1,True,UNK,0,,
Austria,AT,2020-40,GISAID,5597,6,0.1,True,XD,0,6.0,0.0
Austria,AT,2020-41,GISAID,7486,27,0.4,True,B.1.1.529,0,27.0,0.0
Austria,AT,2020-41,GISAID,7486,27,0.4,True,B.1.617.2,0,27.0,0.0
Austria,AT,2020-41,GISAID,7486,27,0.4,True,BA.4,0,27.0,0.0
Austria,AT,2020-41,GISAID,7486,27,0.4,True,BA.5,0,27.0,0.0
Austria,AT,2020-41,GISAID,7486,27,0.4,True,Other,27,27.0,100.0
Austria,AT,2020-41,GISAID,7486,27,0.4,True,UNK,0,,
Austria,AT,2020-41,GISAID,7486,27,0.4,True,XD,0,27.0,0.0
Austria,AT,2020-42,GISAID,9903,45,0.5,True,B.1.1.529,0,44.0,0.0
Austria,AT,2020-42,GISAID,9903,45,0.5,True,B.1.617.2,0,44.0,0.0
Austria,AT,2020-42,GISAID,9903,45,0.5,True,BA.4,0,44.0,0.0
Austria,AT,2020-42,GISAID,9903,45,0.5,True,BA.5,0,44.0,0.0
Austria,AT,2020-42,GISAID,9903,45,0.5,True,Other,44,44.0,100.0
Austria,AT,2020-42,GISAID,9903,45,0.5,True,UNK,0,,
Austria,AT,2020-42,GISAID,9903,45,0.5,True,XD,0,44.0,0.0
Austria,AT,2020-43,GISAID,18273,45,0.2,True,B.1.1.529,0,45.0,0.0
Austria,AT,2020-43,GISAID,18273,45,0.2,True,B.1.617.2,0,45.0,0.0
Austria,AT,2020-43,GISAID,18273,45,0.2,True,BA.4,0,45.0,0.0
Austria,AT,2020-43,GISAID,18273,45,0.2,True,BA.5,0,45.0,0.0
Austria,AT,2020-43,GISAID,18273,45,0.2,True,Other,45,45.0,100.0
Austria,AT,2020-43,GISAID,18273,45,0.2,True,UNK,0,,
Austria,AT,2020-43,GISAID,18273,45,0.2,True,XD,0,45.0,0.0
Austria,AT,2020-44,GISAID,31613,62,0.2,True,B.1.1.529,0,62.0,0.0
Austria,AT,2020-44,GISAID,31613,62,0.2,True,B.1.617.2,0,62.0,0.0
Austria,AT,2020-44,GISAID,31613,62,0.2,True,BA.4,0,62.0,0.0
Austria,AT,2020-44,GISAID,31613,62,0.2,True,BA.5,0,62.0,0.0
Austria,AT,2020-44,GISAID,31613,62,0.2,True,Other,62,62.0,100.0
Austria,AT,2020-44,GISAID,31613,62,0.2,True,UNK,0,,
Austria,AT,2020-44,GISAID,31613,62,0.2,True,XD,0,62.0,0.0
Austria,AT,2020-45,GISAID,44758,136,0.3,True,B.1.1.529,0,135.0,0.0
Austria,AT,2020-45,GISAID,44758,136,0.3,True,B.1.617.2,0,135.0,0.0
Austria,AT,2020-45,GISAID,44758,136,0.3,True,BA.4,0,135.0,0.0
Austria,AT,2020-45,GISAID,44758,136,0.3,True,BA.5,0,135.0,0.0
Austria,AT,2020-45,GISAID,44758,136,0.3,True,Other,135,135.0,100.0
Austria,AT,2020-45,GISAID,44758,136,0.3,True,UNK,0,,
Austria,AT,2020-45,GISAID,44758,136,0.3,True,XD,0,135.0,0.0
Austria,AT,2020-46,GISAID,47880,146,0.3,True,B.1.1.529,0,145.0,0.0
Austria,AT,2020-46,GISAID,47880,146,0.3,True,B.1.617.2,0,145.0,0.0
Austria,AT,2020-46,GISAID,47880,146,0.3,True,BA.4,0,145.0,0.0
Austria,AT,2020-46,GISAID,47880,146,0.3,True,BA.5,0,145.0,0.0
Austria,AT,2020-46,GISAID,47880,146,0.3,True,Other,145,145.0,100.0
Austria,AT,2020-46,GISAID,47880,146,0.3,True,UNK,0,,
Austria,AT,2020-46,GISAID,47880,146,0.3,True,XD,0,145.0,0.0
Austria,AT,2020-47,GISAID,40742,38,0.1,True,B.1.1.529,0,35.0,0.0
Austria,AT,2020-47,GISAID,40742,38,0.1,True,B.1.617.2,0,35.0,0.0
Austria,AT,2020-47,GISAID,40742,38,0.1,True,BA.4,0,35.0,0.0
Austria,AT,2020-47,GISAID,40742,38,0.1,True,BA.5,0,35.0,0.0
Austria,AT,2020-47,GISAID,40742,38,0.1,True,Other,35,35.0,100.0
Austria,AT,2020-47,GISAID,40742,38,0.1,True,UNK,0,,
Austria,AT,2020-47,GISAID,40742,38,0.1,True,XD,0,35.0,0.0
Austria,AT,2020-48,GISAID,31162,102,0.3,True,B.1.1.529,0,101.0,0.0
Austria,AT,2020-48,GISAID,31162,102,0.3,True,B.1.617.2,0,101.0,0.0
Austria,AT,2020-48,GISAID,31162,102,0.3,True,BA.4,0,101.0,0.0
Austria,AT,2020-48,GISAID,31162,102,0.3,True,BA.5,0,101.0,0.0
Austria,AT,2020-48,GISAID,31162,102,0.3,True,Other,101,101.0,100.0
Austria,AT,2020-48,GISAID,31162,102,0.3,True,UNK,0,,
Austria,AT,2020-48,GISAID,31162,102,0.3,True,XD,0,101.0,0.0
Austria,AT,2020-49,GISAID,23078,74,0.3,True,B.1.1.529,0,50.0,0.0
Austria,AT,2020-49,GISAID,23078,74,0.3,True,B.1.617.2,0,50.0,0.0
Austria,AT,2020-49,GISAID,23078,74,0.3,True,BA.4,0,50.0,0.0
Austria,AT,2020-49,GISAID,23078,74,0.3,True,BA.5,0,50.0,0.0
Austria,AT,2020-49,GISAID,23078,74,0.3,True,Other,50,50.0,100.0
Austria,AT,2020-49,GISAID,23078,74,0.3,True,UNK,0,,
